App	Category	Rating	Reviews	Size	Installs	Type	Price	Content Rating	Genres	Last Updated	Current Ver	Android Ver
Dr Dre - Beatmaker	GAME	4.3	146	6.0M	10,000+	Free	0	Mature 17+	Music	February 28, 2018	5.3.8	4.0 and up
Dr. Panda & Toto's Treehouse	FAMILY	4.4	3397	9.5M	50,000+	Paid	$3.99	Everyone	Casual;Pretend Play	December 9, 2014	1.8	4.0 and up
Dr. Cares - Amy's Pet Clinic    	FAMILY	4.5	3580	60M	100,000+	Free	0	Everyone	Casual	April 30, 2018	1.8	4.4 and up
Dr. Splorchy Presents Space Heroes	GAME	4.6	18	31M	100+	Paid	$4.99	Mature 17+	Adventure	July 23, 2018	1.0	7.0 and up
Pet Vet Dr - Animals Hospital	FAMILY	3.7	11748	36M	1,000,000+	Free	0	Teen	Casual	October 31, 2016	1.3	4.0.3 and up
Dr.Android Repair Master 2017	PRODUCTIVITY	3.8	1205	4.3M	100,000+	Free	0	Everyone	Productivity	June 10, 2018	2	4.0 and up
DR CONTROL	FAMILY	3.4	267	1.5M	10,000+	Free	0	Everyone	Entertainment	March 8, 2017	2.1.0	4.0.3 and up
Dr Driving Racer	GAME	4.3	183	68M	10,000+	Free	0	Everyone	Racing	June 14, 2018	2.1	4.1 and up
Dr. McDougall Mobile Cookbook	HEALTH_AND_FITNESS	3.8	76	1.2M	1,000+	Paid	$4.99	Everyone	Health & Fitness	January 26, 2015	1.1	2.2 and up
Dr. Seuss's ABC	FAMILY	4.7	429	12M	10,000+	Paid	$3.99	Everyone	Books & Reference;Education	February 26, 2018	2.05	4.0.3 and up
Dr. Booster - Boost Game Speed	TOOLS	4.4	138872	22M	10,000,000+	Free	0	Everyone	Tools	May 15, 2018	2.0.1077	4.1 and up
Dr. Panda Hospital	FAMILY	4.4	1091	45M	50,000+	Paid	$2.99	Everyone	Education;Pretend Play	December 5, 2013	1.6	2.0.1 and up
Dr. Panda Caf  Freemium	FAMILY	4.1	11788	62M	1,000,000+	Free	0	Everyone	Educational;Pretend Play	August 10, 2017	1.01	4.0 and up
Dr. Panda Ice Cream Truck Free	FAMILY	4.4	23022	80M	1,000,000+	Free	0	Everyone	Role Playing;Pretend Play	August 2, 2018	2.16	4.1 and up
Dr. Doug's Tips	BOOKS_AND_REFERENCE	4.0	22	34M	1,000+	Free	0	Everyone	Books & Reference	September 1, 2016	1.1	2.3 and up
Dr. 2048	FAMILY	3.9	1985	3.5M	500,000+	Free	0	Everyone	Puzzle	December 30, 2017	1.05	4.1 and up
Dr. Panda Restaurant 2	FAMILY	4.3	3725	67M	100,000+	Paid	$2.99	Everyone	Educational;Pretend Play	February 17, 2016	1.96	4.0 and up
Dr. Panda Supermarket	FAMILY	4.2	1357	58M	50,000+	Paid	$2.99	Everyone	Educational;Pretend Play	February 16, 2016	1.6	4.0 and up
Dr. Shogi	GAME	3.3	19291	5.1M	1,000,000+	Free	0	Everyone	Board	January 2, 2018	1.24	4.1 and up
DR Sebi's Alkaline List	FAMILY	4.0	68	5.5M	5,000+	Free	0	Everyone	Education	April 5, 2017	0.1	2.3 and up
DraStic DS Emulator	GAME	4.6	87766	12M	1,000,000+	Paid	$4.99	Everyone	Action	July 19, 2016	r2.5.0.3a	2.3 and up
NDS Emulator - For Android 6	GAME	4.1	14002	19M	1,000,000+	Free	0	Everyone	Arcade	July 26, 2018	pb1.0.0.1	4.0.3 and up
Free DS Emulator	GAME	4.1	22896	19M	1,000,000+	Free	0	Everyone	Arcade	July 26, 2018	pb1.0.0.1	4.0.3 and up
nds4droid	GAME	3.4	107778	8.8M	10,000,000+	Free	0	Everyone	Arcade	February 12, 2016	47	2.3.3 and up
MegaNDS (NDS Emulator)	GAME	3.4	2218	11M	500,000+	Free	0	Everyone	Arcade	October 18, 2017	2.0	4.0 and up
DS file	PRODUCTIVITY	4.1	10676	12M	1,000,000+	Free	0	Everyone	Productivity	May 23, 2018	4.11.0	4.1 and up
DS finder	TOOLS	4.0	2596	32M	500,000+	Free	0	Everyone	Tools	July 19, 2018	2.0.1	5.0 and up
DS get	TOOLS	3.4	71852	22M	5,000,000+	Free	0	Everyone	Tools	May 23, 2018	1.12.0	4.1 and up
DS cloud	TOOLS	3.2	4908	38M	500,000+	Free	0	Everyone	Tools	May 23, 2018	2.8.0	4.0 and up
DS photo	VIDEO_PLAYERS	3.8	7335	Varies with device	1,000,000+	Free	0	Everyone	Video Players & Editors	July 17, 2018	Varies with device	Varies with device
DS video	VIDEO_PLAYERS	3.8	12443	Varies with device	1,000,000+	Free	0	Everyone	Video Players & Editors	August 6, 2018	Varies with device	Varies with device
DS note	PRODUCTIVITY	3.9	2046	60M	100,000+	Free	0	Everyone	Productivity	June 11, 2018	1.10.1	4.4 and up
DS cam	PRODUCTIVITY	3.6	3227	35M	500,000+	Free	0	Everyone	Productivity	July 26, 2018	3.0.1	4.1 and up
DS router	TOOLS	3.8	253	15M	50,000+	Free	0	Everyone	Tools	June 13, 2018	1.1.8	4.1 and up
EmuBox - Fast Retro Emulator	GAME	3.9	1576	43M	50,000+	Free	0	Everyone	Arcade	August 5, 2018	2.1.1	4.1 and up
Synology Drive	PRODUCTIVITY	3.2	368	Varies with device	100,000+	Free	0	Everyone	Productivity	August 2, 2018	Varies with device	5.0 and up
DS Creator 2.0	TOOLS	1.0	2	4.4M	500+	Free	0	Everyone	Tools	March 23, 2018	2.0.180226.1	4.0 and up
DS App Manager	TOOLS	4.6	14	2.1M	1,000+	Free	0	Everyone	Tools	March 21, 2015	1.0	2.3 and up
Simple x3DS Emulator - BETA	GAME		0	Varies with device	50,000+	Free	0	Everyone	Arcade	June 13, 2018	Varies with device	Varies with device
DS Helpdesk Plus	BUSINESS	3.6	21	Varies with device	100+	Paid	$12.99	Everyone	Business	January 30, 2017	Varies with device	Varies with device
DS	FAMILY	4.9	15	23M	100+	Free	0	Everyone	Casual	January 19, 2016	1	2.3 and up
Ability DS UNO	PRODUCTIVITY		3	2.3M	50+	Paid	$2.60	Everyone	Productivity	May 19, 2014	1.0	1.5 and up
DS Connector 2.0	TOOLS	2.6	5	636k	500+	Free	0	Everyone	Tools	March 23, 2018	2.0.180226.1	4.2 and up
DS Barometer - Altimeter and Weather Information	WEATHER	3.9	2962	4.2M	100,000+	Free	0	Everyone	Weather	July 9, 2018	3.67	2.3.3 and up
DS Companion	HEALTH_AND_FITNESS		0	4.6M	50+	Free	0	Everyone	Health & Fitness	November 3, 2017	1.7	4.4 and up
DS-L4 Viewer	PHOTOGRAPHY	3.5	13	7.9M	1,000+	Free	0	Everyone	Photography	January 29, 2018	1.2.0.9	5.0 and up
DS Tower Defence	GAME	3.2	768	1.4M	100,000+	Free	0	Everyone	Arcade	June 5, 2013	1.0	1.5 and up
DS-Admin	FAMILY		1	21M	10+	Free	0	Everyone	Education	March 5, 2018	2.0	4.2 and up
NDS-controller	TOOLS	3.3	35	916k	1,000+	Free	0	Everyone	Tools	October 23, 2017	0.2	2.2 and up
DS-11 form	BUSINESS		3	28M	100+	Free	0	Everyone	Business	April 27, 2018	1.7.7	4.1 and up
SmartCircle Remote DS	BUSINESS		2	1.6M	500+	Free	0	Everyone	Business	May 22, 2018	2.983	5.0 and up
RetroArch	GAME	3.8	21423	84M	1,000,000+	Free	0	Everyone	Action	May 4, 2018	1.7.3	2.3 and up
DS Speedometer & Odometer	MAPS_AND_NAVIGATION	3.9	22382	6.6M	1,000,000+	Free	0	Everyone	Maps & Navigation	March 22, 2018	6.93	2.3.3 and up
MegaN64 (N64 Emulator)	FAMILY	4.6	877576	12M	10,000,000+	Free	0	Everyone	Casual	May 14, 2016	6.0	2.0 and up
DS-20000S	PRODUCTIVITY	1.8	12	14M	1,000+	Free	0	Everyone	Productivity	August 3, 2018	1.2.2	4.1 and up
DS Vision	BUSINESS		0	38M	5+	Free	0	Everyone	Business	May 21, 2018	1.2	4.1 and up
Learn DS [BETA]	FAMILY	4.3	9	5.0M	500+	Free	0	Everyone	Education	February 12, 2017	0.5	4.0 and up
Deep Sleep Battery Saver Pro	TOOLS	3.9	1417	2.9M	10,000+	Paid	$3.28	Everyone	Tools	August 15, 2017	5.1	4.1 and up
DS - xR	BUSINESS		2	1.4M	10+	Free	0	Everyone	Business	November 21, 2017	1.0	4.4 and up
DS-Students	FAMILY	4.8	5	8.4M	100+	Free	0	Everyone	Education	July 3, 2018	2.0	4.1 and up
DS Thermometer	WEATHER	3.7	631	3.0M	100,000+	Free	0	Everyone	Weather	May 30, 2015	2.20	2.3 and up
PhotoFrame for Synology DS	PHOTOGRAPHY	4.0	1	2.6M	10+	Paid	$4.99	Everyone	Photography	February 2, 2017	1.5	4.0 and up
Deep Sleep Battery Saver	TOOLS	4.1	22032	3.7M	1,000,000+	Free	0	Everyone	Tools	August 17, 2017	5.1	4.1 and up
Draft Simulator for FUT 18	SPORTS	4.6	162933	100M	5,000,000+	Free	0	Everyone	Sports	May 11, 2018	25.7	4.1 and up
DS Flashlight	TOOLS	4.0	127	5.8M	10,000+	Free	0	Everyone	Tools	May 30, 2015	1.31	2.2 and up
DS-82 form	BUSINESS		1	28M	100+	Free	0	Everyone	Business	April 27, 2018	1.7.7	4.1 and up
dt Pro	FINANCE	4.8	4	4.5M	1,000+	Free	0	Everyone	Finance	May 16, 2017	3.10	2.2 and up
DT	LIFESTYLE		0	8.9M	100+	Free	0	Everyone	Lifestyle	July 24, 2018	7.2.2	4.1 and up
DT Manager	PRODUCTIVITY	4.0	9	3.1M	500+	Free	0	Everyone	Productivity	May 21, 2015	1.7	2.3 and up
Real Sheet  : Pathfinder + DT	FAMILY	3.5	2	22M	50+	Paid	$2.99	Everyone	Role Playing	March 20, 2017	1.1	4.2 and up
DT-CAM	FAMILY		6	9.9M	1,000+	Free	0	Everyone	Entertainment	July 29, 2017	1.3	2.2 and up
DT Fieldlink	BUSINESS	3.0	2	49M	500+	Free	0	Everyone	Business	September 19, 2017	2.1.1	4.1 and up
DT Driving Test Theory	FAMILY	4.6	477	1.6M	10,000+	Free	0	Everyone	Education	February 22, 2018	1.1	4.0.3 and up
DT Smart	TOOLS	1.6	39	8.9M	1,000+	Free	0	Everyone	Tools	December 7, 2017	1.1.4	4.1 and up
Truck Simulator DT 3D	FAMILY	3.8	110	22M	5,000+	Free	0	Everyone	Simulation	April 23, 2017	1.0.6	2.3 and up
DT Baby Cam	TOOLS	1.7	10	23M	500+	Free	0	Everyone	Tools	December 5, 2017	3.0	2.2 and up
Bloons TD 5	FAMILY	4.6	190086	94M	1,000,000+	Paid	$2.99	Everyone	Strategy	July 13, 2018	3.16	2.3.3 and up
WPBS-DT	FAMILY	5.0	3	6.3M	500+	Free	0	Everyone	Entertainment	April 3, 2015	4.1.1	2.3.3 and up
ReadyOp DT	COMMUNICATION	4.6	8	1.1M	1,000+	Free	0	Everyone	Communication	July 6, 2018	1.0.56	2.3.3 and up
Soccer Manager 2018	SPORTS	4.4	63779	95M	1,000,000+	Free	0	Everyone	Sports	July 16, 2018	1.5.6	5.0 and up
Online Soccer Manager (OSM)	SPORTS	4.5	1312936	21M	10,000,000+	Free	0	Everyone	Sports	July 31, 2018	3.4.06	4.4 and up
DT-VR	FAMILY	3.8	25	9.5M	1,000+	Free	0	Everyone	Entertainment	August 9, 2016	1.2	2.2 and up
Dt Tracking	AUTO_AND_VEHICLES	4.0	4	24M	100+	Free	0	Everyone	Auto & Vehicles	October 28, 2016	0.20	4.0 and up
DT Simple Interval Timer	SPORTS	4.1	10	1.5M	1,000+	Free	0	Everyone	Sports	February 17, 2014	1.01	2.1 and up
DT Health	MEDICAL		1	24M	10+	Free	0	Everyone	Medical	November 20, 2017	2.0.0	4.3 and up
DT CLOTHINGS	SHOPPING	5.0	1	7.9M	10+	Free	0	Everyone	Shopping	July 25, 2018	1.0.1	4.1 and up
PAY DT	BUSINESS		0	5.3M	1+	Free	0	Everyone	Business	February 6, 2018	1.1.0	4.0 and up
Test Application DT 02	ART_AND_DESIGN		0	1.2M	0+	Free	0	Everyone	Art & Design	March 14, 2017	4.0	4.2 and up
Eat Right Diet (by Dt Shreya's Family Diet Clinic)	HEALTH_AND_FITNESS		0	12M	10+	Free	0	Everyone	Health & Fitness	August 7, 2018	1.0.7	5.0 and up
DT Practice	BUSINESS		6	5.7M	500+	Free	0	Everyone	Business	October 6, 2017	1.1.0	4.4 and up
Dt. Jyothi Srinivas	HEALTH_AND_FITNESS	5.0	18	13M	100+	Free	0	Everyone	Health & Fitness	February 6, 2018	1.0.6	4.1 and up
DT future1 cam	TOOLS	1.0	1	24M	50+	Free	0	Everyone	Tools	March 27, 2018	3.1	2.2 and up
DT Freight	PRODUCTIVITY		0	54M	1+	Free	0	Everyone	Productivity	November 29, 2017	8.0	4.0.3 and up
Johor DT Lock Screen	PERSONALIZATION		13	3.9M	1,000+	Free	0	Everyone	Personalization	January 17, 2018	1.1	4.0.3 and up
PES CLUB MANAGER	SPORTS	4.4	783025	Varies with device	10,000,000+	Free	0	Everyone	Sports	June 7, 2018	1.7.2	4.2 and up
Riptide GP: Renegade	GAME	4.7	4328	Varies with device	100,000+	Paid	$2.99	Everyone 10+	Racing	June 1, 2018	1.2.1	4.1 and up
Wheelie Challenge	GAME	4.6	137338	51M	5,000,000+	Free	0	Everyone	Racing	July 13, 2018	1.44	4.1 and up
DT NO.I	HEALTH_AND_FITNESS	2.4	44	49M	1,000+	Free	0	Everyone	Health & Fitness	August 1, 2018	V1.0.1	4.3 and up
DT Technologies	SHOPPING		0	1.3M	10+	Free	0	Everyone	Shopping	June 7, 2018	1.1	4.4 and up
DTPay	SHOPPING	4.5	18	994k	1,000+	Free	0	Everyone	Shopping	July 11, 2018	0.8.2	4.0 and up
"""i DT"" F tbol. Todos Somos T cnicos."	SPORTS		27	3.6M	500+	Free	0	Everyone	Sports	October 7, 2017	0.22	4.1 and up
MasterDT	SPORTS		24	4.1M	100+	Free	0	Everyone	Sports	June 30, 2018	4.1	4.0.3 and up
Top Soccer Manager	SPORTS	4.4	199739	66M	10,000,000+	Free	0	Everyone	Sports	August 6, 2018	1.18.8	4.0.3 and up
The Secret Daily Teachings	LIFESTYLE	4.3	206	32M	1,000+	Paid	$4.99	Everyone	Lifestyle	February 11, 2018	14.0	4.0.3 and up
Spring flowers theme couleurs d t space	ART_AND_DESIGN	5.0	1	2.9M	100+	Free	0	Everyone	Art & Design	April 18, 2018	1.0.2	4.0 and up
Soccer Board Tactics	SPORTS	4.1	6231	8.9M	100,000+	Free	0	Everyone	Sports	February 9, 2018	10.36	4.2 and up
Dirt Trackin Sprint Cars	GAME	3.8	499	47M	10,000+	Paid	$3.99	Everyone	Racing	May 10, 2018	1.0.13	5.0 and up
senior easy phone	PERSONALIZATION	3.9	168	2.1M	50,000+	Free	0	Teen	Personalization	March 27, 2015	1.0	2.3 and up
dt.se	NEWS_AND_MAGAZINES	3.1	124	12M	10,000+	Free	0	Everyone	News & Magazines	June 29, 2018	4.9.0	4.1 and up
WhatsVPN - Unlimited Free VPN	TOOLS	4.7	24985	7.8M	500,000+	Free	0	Everyone	Tools	July 27, 2018	2.2.927	4.1 and up
Cache Cleaner-DU Speed Booster (booster & cleaner)	TOOLS	4.5	12759815	15M	100,000,000+	Free	0	Everyone	Tools	July 25, 2018	3.1.2	4.0 and up
du app	LIFESTYLE	3.5	7578	25M	1,000,000+	Free	0	Everyone	Lifestyle	July 24, 2018	3.98	4.2 and up
DU Battery Saver - Battery Charger & Battery Life	TOOLS	4.5	13479633	14M	100,000,000+	Free	0	Everyone	Tools	June 5, 2018	4.8.7.8	4.0 and up
DU Antivirus Security - Applock & Privacy Guard	TOOLS	4.6	436615	10M	10,000,000+	Free	0	Everyone	Tools	June 5, 2018	3.3.1	4.0.3 and up
DU Cleaner   Memory cleaner & clean phone cache	TOOLS	4.5	465831	8.9M	10,000,000+	Free	0	Everyone	Tools	July 23, 2018	1.5.9.9	4.0 and up
DU Launcher - Boost Your Phone	PERSONALIZATION	4.5	67707	4.8M	1,000,000+	Free	0	Everyone	Personalization	February 7, 2016	1.8.0.4	4.0 and up
DU Security	TOOLS	4.4	4847	3.2M	100,000+	Free	0	Everyone	Tools	June 29, 2016	3.0.0.2071	4.0 and up
DU Browser Browse fast & fun	COMMUNICATION	4.3	1133539	4.7M	10,000,000+	Free	0	Everyone	Communication	April 1, 2016	6.4.0.4	4.0 and up
DU Privacy-hide apps sms file	VIDEO_PLAYERS	4.4	21762	Varies with device	1,000,000+	Free	0	Everyone	Video Players & Editors	August 16, 2017	Varies with device	4.0.3 and up
DU Browser Mini(Small&Fast)	TOOLS	4.2	20941	2.0M	1,000,000+	Free	0	Everyone	Tools	December 23, 2016	1.12.23	4.0 and up
Caller ID & Call Block - DU Caller	COMMUNICATION	4.6	93930	14M	5,000,000+	Free	0	Everyone	Communication	August 1, 2018	4.0.8	4.2 and up
Lock Screen - DU Locker & Lock screen wallpaper	TOOLS	4.5	5174	4.7M	100,000+	Free	0	Everyone	Tools	April 26, 2018	2.0.0	4.0 and up
du View	FAMILY	3.8	935	22M	50,000+	Free	0	Teen	Entertainment	March 26, 2018	6.4.1	4.3 and up
DU Emoji Keyboard Simeji 	TOOLS	4.3	19234	14M	500,000+	Free	0	Everyone	Tools	February 23, 2017	3.1.3	4.0.3 and up
DU GIF Maker: GIF Maker, Video to GIF & GIF Editor	PHOTOGRAPHY	4.6	7605	4.3M	500,000+	Free	0	Everyone	Photography	April 10, 2018	1.2.2.2	4.3 and up
DU Flashlight - Brightest LED & Flashlight Free	TOOLS	4.3	73821	Varies with device	5,000,000+	Free	0	Everyone	Tools	March 7, 2018	Varies with device	Varies with device
Upgrade for Android DU Master	TOOLS	3.6	12993	5.2M	1,000,000+	Free	0	Everyone	Tools	January 9, 2017	1.3.0	2.3.3 and up
Modern: DU Launcher Theme	PERSONALIZATION	4.2	868	309k	50,000+	Free	0	Everyone	Personalization	October 15, 2015	1.1	4.0 and up
Weather Forecast Pro	WEATHER	4.7	14051	8.7M	100,000+	Paid	$3.99	Everyone	Weather	August 4, 2018	8.5	4.0 and up
Night: DU Launcher Theme	PERSONALIZATION	4.3	1419	485k	50,000+	Free	0	Everyone	Personalization	October 15, 2015	1.1	4.0 and up
DU Collage Maker - Photo Collage & Grid & Layout	PHOTOGRAPHY	4.7	4595	2.5M	100,000+	Free	0	Everyone	Photography	September 4, 2017	1.4.0	4.0 and up
Du Chinese   Mandarin Lessons	FAMILY	4.8	3390	9.2M	100,000+	Free	0	Everyone	Education	October 3, 2017	1.5.0	4.1 and up
Portes du Soleil	SPORTS	3.1	500	39M	50,000+	Free	0	Everyone	Sports	February 16, 2018	10.012	4.1 and up
Sword of Chaos - Lame du Chaos	GAME	4.5	23599	96M	100,000+	Free	0	Teen	Action	June 1, 2018	11.0.2	4.0 and up
Hadith du jour	FAMILY	4.4	276	Varies with device	50,000+	Free	0	Everyone	Education	March 22, 2016	Varies with device	Varies with device
Bible du Semeur-BDS (French)	BOOKS_AND_REFERENCE	4.5	313	6.9M	50,000+	Free	0	Everyone	Books & Reference	August 4, 2018	0.7	1.0 and up
La citadelle du musulman	BOOKS_AND_REFERENCE	4.5	314	9.8M	50,000+	Free	0	Everyone	Books & Reference	March 17, 2016	2.10	2.3.3 and up
Voyance du pyromancien	FAMILY		22	16M	5,000+	Free	0	Everyone	Entertainment	July 13, 2018	1.0.3	4.1 and up
Clean My Android	PRODUCTIVITY	4.7	101163	6.2M	5,000,000+	Free	0	Everyone	Productivity	July 31, 2018	1.4.5.2	4.1 and up
Citation du Jour - Motivation	FAMILY	4.1	321	914k	100,000+	Free	0	Everyone	Education	February 14, 2015	1.0	2.2 and up
La Poup e du Voyant	FAMILY	4.4	265	8.2M	50,000+	Free	0	Everyone	Entertainment	January 6, 2017	1.0.0	4.1 and up
Star Chart	FAMILY	4.3	128808	Varies with device	10,000,000+	Free	0	Everyone	Education;Education	August 2, 2018	Varies with device	Varies with device
APUS Booster - Space Cleaner & Booster	PRODUCTIVITY	4.6	1048766	13M	10,000,000+	Free	0	Everyone	Productivity	August 3, 2018	2.6.28	4.0.3 and up
Officiel du SCRABBLE LAROUSSE	BOOKS_AND_REFERENCE	3.4	116	48M	5,000+	Paid	$4.60	Everyone	Books & Reference	October 13, 2016	1.4	2.3 and up
Proverbes du monde	FAMILY		38	2.8M	10,000+	Free	0	Everyone	Entertainment	March 12, 2018	1.1.2.0	1.6 and up
GO Security AntiVirus, AppLock, Booster	TOOLS	4.7	1251479	Varies with device	10,000,000+	Free	0	Everyone	Tools	July 24, 2018	Varies with device	Varies with device
iSmart DV	VIDEO_PLAYERS	3.6	5692	31M	1,000,000+	Free	0	Everyone	Video Players & Editors	July 27, 2018	R1.4.14.B1.4	4.1 and up
dv Prompter	VIDEO_PLAYERS	3.7	321	1.3M	50,000+	Free	0	Everyone	Video Players & Editors	March 14, 2017	1.2.9	4.2 and up
Sports DV	LIFESTYLE	2.1	86	29M	10,000+	Free	0	Everyone	Lifestyle	July 17, 2018	3.0.3	4.3 and up
Live DV	PHOTOGRAPHY	2.0	16	17M	1,000+	Free	0	Everyone	Photography	May 9, 2018	1.0.6	4.4 and up
Mini DV	AUTO_AND_VEHICLES	3.5	12	19M	5,000+	Free	0	Everyone	Auto & Vehicles	May 29, 2018	1.27	4.0 and up
DV-2019 Results	FAMILY	4.3	158	2.6M	10,000+	Free	0	Everyone	Entertainment	June 14, 2018	17.0	4.0 and up
AKASO DV	TOOLS	2.4	99	71M	10,000+	Free	0	Everyone	Tools	July 26, 2018	V1.0.9	4.0 and up
DV-LOTTERY 2019 REGISTRATION	FAMILY	4.5	97	2.6M	10,000+	Free	0	Everyone	Entertainment	January 20, 2018	3.0	4.0 and up
Selfie DV	TOOLS	2.8	29	14M	1,000+	Free	0	Everyone	Tools	April 24, 2017	2.3.26	4.0.3 and up
DV-4036 by Somikon	PHOTOGRAPHY		17	44M	1,000+	Free	0	Everyone	Photography	January 19, 2017	0.0.5	4.3 and up
DV 2019 Entry Guide	BOOKS_AND_REFERENCE	4.5	92	5.1M	10,000+	Free	0	Everyone	Books & Reference	October 18, 2017	2.0.0	4.1 and up
Touch DV	PHOTOGRAPHY		1	11M	50+	Free	0	Everyone	Photography	July 7, 2017	10.4	4.2 and up
Porch DV	HOUSE_AND_HOME	2.8	5	13M	1,000+	Free	0	Everyone	House & Home	June 2, 2018	1.0	4.1 and up
DV 2019 - EDV Photo & Form	BOOKS_AND_REFERENCE	3.9	314	2.6M	50,000+	Free	0	Everyone	Books & Reference	October 24, 2016	6.0.0	4.0.3 and up
SDV Cam	TOOLS	3.2	67	65M	10,000+	Free	0	Everyone	Tools	June 2, 2017	1.0.8	4.0.3 and up
XDV	PHOTOGRAPHY	3.1	6827	8.7M	1,000,000+	Free	0	Everyone	Photography	April 20, 2018	1.9.5	2.3 and up
WiFi Action Camera	SPORTS	2.4	551	903k	100,000+	Free	0	Everyone	Sports	March 13, 2014	1.4	4.0 and up
DV Car Service	MAPS_AND_NAVIGATION	4.6	10	25M	100+	Free	0	Everyone	Maps & Navigation	August 9, 2017	1.002	4.0.3 and up
DV Lottery Photo	VIDEO_PLAYERS	2.9	23	4.0M	5,000+	Free	0	Everyone	Video Players & Editors	December 16, 2016	1.1	3.0 and up
DV Lottery Photo Tool	PHOTOGRAPHY	4.0	223	1.7M	50,000+	Free	0	Everyone	Photography	October 28, 2017	1.06	4.2 and up
iCam - Webcam Video Streaming	TOOLS	3.7	770	2.4M	10,000+	Paid	$4.99	Everyone	Tools	October 7, 2016	1.6.7	2.3 and up
DV KING 4K	PHOTOGRAPHY	2.3	3	8.5M	100+	Free	0	Everyone	Photography	July 17, 2018	1.0.10	4.0 and up
Wifi Action Camera	PHOTOGRAPHY	2.9	118	26M	50,000+	Free	0	Everyone	Photography	July 24, 2018	1.3.5	4.0 and up
US DV Lottery 2020 Apply	TRAVEL_AND_LOCAL	4.6	41	2.0M	10,000+	Free	0	Everyone	Travel & Local	January 14, 2018	1.02	4.0 and up
DV-2019 PHOTO TOOL	FAMILY	4.3	21	2.5M	1,000+	Free	0	Everyone	Entertainment	January 20, 2018	5.0	4.0 and up
DV ASSIST	FAMILY	5.0	1	18M	100+	Free	0	Everyone	Education	August 2, 2018	1.0	4.4 and up
4K Ultra Camera	PHOTOGRAPHY	4.2	382	2.9M	100,000+	Free	0	Everyone	Photography	July 30, 2018	39.272.12	2.2 and up
DV Lottery Simulator	FAMILY	4.6	13	1.3M	1,000+	Free	0	Everyone	Entertainment	October 20, 2016	1.1	4.1 and up
U.S.A DV Lottery Process	FAMILY	4.5	8	1.7M	1,000+	Free	0	Everyone	Education	March 12, 2017	1.0	4.1 and up
DV Statistics	SOCIAL	4.2	6	2.7M	100+	Free	0	Everyone	Social	October 8, 2015	1.2	4.0.3 and up
DV 2018 Winners Guide	BOOKS_AND_REFERENCE	4.8	11	608k	1,000+	Free	0	Everyone	Books & Reference	July 23, 2017	1.09	4.2 and up
MelifeCam-M	VIDEO_PLAYERS	3.5	81	22M	10,000+	Free	0	Everyone	Video Players & Editors	July 21, 2016	R1.3.21.3	4.1 and up
DV-2019 UK/British	FAMILY	4.6	166	4.2M	5,000+	Free	0	Everyone	Entertainment	March 11, 2018	3.0	4.0 and up
GoPlus Cam	VIDEO_PLAYERS	3.5	3484	41M	500,000+	Free	0	Everyone	Video Players & Editors	December 18, 2017	3.0.1	4.0.3 and up
GoAction	VIDEO_PLAYERS	3.6	1522	65M	100,000+	Free	0	Everyone	Video Players & Editors	July 17, 2018	V1.5.3	4.4 and up
DV Portfolio	TOOLS		0	16M	50+	Free	0	Everyone	Tools	October 23, 2017	1.0	4.1 and up
DV Youth	LIFESTYLE	5.0	5	15M	100+	Free	0	Everyone	Lifestyle	April 25, 2016	1.2	4.0.3 and up
DV KING	PHOTOGRAPHY	3.0	2	9.3M	100+	Free	0	Everyone	Photography	September 19, 2017	1.0.0	2.2 and up
DV - Digito Verificador	TOOLS		2	4.2M	500+	Free	0	Everyone	Tools	March 2, 2017	1.0	4.0 and up
DV Web Design Tips	PRODUCTIVITY		1	5.1M	10+	Free	0	Teen	Productivity	October 26, 2017	1.0.0	4.1 and up
DENVER ACTION CAM 3	PHOTOGRAPHY	2.9	66	8.9M	10,000+	Free	0	Everyone	Photography	November 16, 2016	1.0.2	2.2 and up
4K VIDEO PLAYER ULTRA HD	VIDEO_PLAYERS	3.7	20	24M	5,000+	Free	0	Everyone	Video Players & Editors	May 1, 2017	7.0	2.3.3 and up
US DV Lottery 2019	TRAVEL_AND_LOCAL	4.6	14	4.0M	1,000+	Free	0	Everyone	Travel & Local	April 12, 2018	1.0	4.0 and up
BlueDV AMBE	COMMUNICATION		0	Varies with device	1,000+	Free	0	Everyone	Communication	May 23, 2018	Varies with device	Varies with device
Hotel Insanity	GAME	4.2	3816	31M	100,000+	Free	0	Teen	Arcade	July 7, 2016	1.0	3.0 and up
SportCAM	TOOLS	3.2	427	9.5M	100,000+	Free	0	Everyone	Tools	May 4, 2018	1.7.6	2.2 and up
SportLook	PHOTOGRAPHY	2.5	1283	8.2M	100,000+	Free	0	Everyone	Photography	June 21, 2018	1.2.7	4.1 and up
DW - Breaking World News	NEWS_AND_MAGAZINES	4.4	17671	17M	1,000,000+	Free	0	Everyone 10+	News & Magazines	August 6, 2018	2.3.10	4.2 and up
DW Learn German - A1, A2, B1 and placement test	FAMILY	4.3	902	1.8M	100,000+	Free	0	Everyone	Education	September 28, 2017	1.0	4.4 and up
DW Mobile	BUSINESS	2.7	33	Varies with device	10,000+	Free	0	Everyone	Business	January 23, 2018	Varies with device	Varies with device
DW Spectrum  IPVMS Mobile	BUSINESS	4.0	44	30M	10,000+	Free	0	Everyone	Business	June 19, 2018	18.1.18164	4.1 and up
